,carat,cut,cut_ord,color,clarity,clarity_ord,,
2584,1.01,Good,2,D,SI1,3,,4906.33
2585,0.71,Very Good,3,H,VS2,5,,3448.53
2586,0.38,Ideal,5,F,VVS1,7,,1896.44
2587,0.5,Good,2,G,SI2,2,,161.7
2588,0.54,Premium,4,H,VS1,4,,1722.42
2589,0.73,Ideal,5,F,VVS1,7,,4840.99
2590,1.01,Fair,1,D,SI2,2,,4294.23
2591,0.51,Premium,4,E,VS2,5,,1924.03
2592,1.01,Good,2,I,VS2,5,,5814.33
2593,2.03,Premium,4,J,VS1,4,,14257.79
2594,0.34,Ideal,5,H,VVS2,6,,1105.92
2595,0.54,Ideal,5,F,VVS2,6,,2788.52
2596,0.7,Good,2,I,VS1,4,,2752.3
2597,1.52,Good,2,H,SI1,3,,9196.96
2598,0.31,Ideal,5,D,SI1,3,,-508.47
2599,0.4,Very Good,3,E,VVS1,7,,1748.5
2600,0.5,Premium,4,D,SI1,3,,931.9
2601,1.02,Very Good,3,E,SI2,2,,4694.56
2602,0.5,Very Good,3,H,VS1,4,,1227.8
2603,1.21,Very Good,3,E,SI1,3,,6747.03
2604,0.54,Good,2,D,VS1,4,,1406.22
2605,1.01,Ideal,5,H,SI1,3,,5380.63
2606,0.32,Ideal,5,H,VS2,5,,483.66
2607,0.9,Premium,4,H,VS2,5,,5205.1
2608,1.5,Ideal,5,F,VVS2,6,,10865
2609,0.33,Premium,4,G,VVS1,7,,1317.69
2610,0.5,Very Good,3,F,VS2,5,,1681.8
2611,0.71,Ideal,5,D,SI2,2,,2402.73
2612,0.72,Premium,4,H,VS2,5,,3690.76
2613,1.08,Very Good,3,G,SI2,2,,5199.34
2614,0.55,Ideal,5,E,SI1,3,,1510.65
2615,0.33,Premium,4,F,VS2,5,,409.69
2616,0.3,Very Good,3,G,VVS2,6,,453.2
2617,0.41,Ideal,5,E,VVS1,7,,2148.83
2618,0.35,Premium,4,E,SI1,3,,-330.05
2619,1.51,Very Good,3,H,VS1,4,,9724.93
2620,0.82,Good,2,J,SI1,3,,3307.86
2621,1.18,Premium,4,H,SI1,3,,6652.74
2622,0.4,Premium,4,G,VS1,4,,544.6
2623,0.31,Ideal,5,H,VS2,5,,399.53
2624,0.3,Premium,4,H,SI1,3,,-750.7
2625,2.05,Premium,4,E,SI2,2,,13518.05
2626,0.7,Very Good,3,F,SI1,3,,2456.4
2627,0.42,Very Good,3,E,SI1,3,,100.76
2628,1.06,Ideal,5,H,SI2,2,,5347.28
2629,0.29,Very Good,3,G,VVS2,6,,369.07
2630,0.73,Ideal,5,E,VS1,4,,3478.99
2631,1.03,Very Good,3,G,SI1,3,,5232.69
2632,0.74,Ideal,5,E,SI1,3,,3109.12
2633,1.18,Premium,4,E,I1,1,,5744.74
2634,0.9,Premium,4,H,VS1,4,,4751.1
2635,1.41,Premium,4,G,SI1,3,,8587.73
2636,1.03,Ideal,5,H,VVS2,6,,6910.89
2637,1.02,Premium,4,D,VS2,5,,6214.66
2638,0.7,Ideal,5,F,SI2,2,,2318.6
2639,0.32,Ideal,5,F,VS2,5,,483.66
2640,0.43,Ideal,5,E,VVS1,7,,2317.09
2641,0.5,Very Good,3,E,SI2,2,,319.8
2642,0.28,Very Good,3,D,VVS2,6,,284.94
2643,0.36,Ideal,5,H,VS2,5,,820.18
2644,1.51,Very Good,3,F,SI1,3,,9270.93
2645,0.52,Ideal,5,G,VS2,5,,2166.26
2646,1.05,Ideal,5,F,SI1,3,,5717.15
2647,0.34,Very Good,3,D,SI1,3,,-572.28
2648,0.4,Ideal,5,E,VS2,5,,1156.7
2649,2.14,Ideal,5,H,SI2,2,,14433.32
2650,2,Premium,4,J,VS1,4,,14005.4
2651,0.92,Premium,4,F,SI2,2,,4011.36
2652,1.55,Premium,4,D,SI2,2,,9311.55
2653,1.04,Ideal,5,G,VS2,5,,6541.02
2654,1.02,Ideal,5,E,SI1,3,,5464.76
2655,2.01,Very Good,3,I,SI1,3,,13477.43
2656,1.51,Fair,1,I,VS2,5,,9862.73
2657,0.3,Ideal,5,F,VVS2,6,,769.4
2658,1.01,Ideal,5,G,VS2,5,,6288.63
2659,1.05,Premium,4,J,VS1,4,,6013.05
2660,1.22,Ideal,5,E,VVS2,6,,8509.36
2661,0.75,Premium,4,F,SI1,3,,3035.15
2662,0.44,Ideal,5,F,SI1,3,,585.22
2663,0.33,Ideal,5,G,VS1,4,,113.79
2664,0.72,Ideal,5,E,VS2,5,,3848.86
2665,0.81,Premium,4,E,SI2,2,,3085.93
2666,0.3,Ideal,5,D,SI1,3,,-592.6
2667,0.7,Very Good,3,E,SI1,3,,2456.4
2668,1.72,Premium,4,H,SI1,3,,11195.76
2669,1,Premium,4,F,SI1,3,,5138.4
2670,0.3,Very Good,3,G,SI1,3,,-908.8
2671,0.28,Ideal,5,H,VVS2,6,,601.14
2672,0.72,Very Good,3,J,VS1,4,,3078.66
2673,0.31,Premium,4,G,SI1,3,,-666.57
2674,1.54,Premium,4,I,SI2,2,,9227.42
2675,0.31,Ideal,5,G,SI1,3,,-508.47
2676,0.37,Premium,4,D,VVS2,6,,1200.21
2677,0.38,Ideal,5,G,VS2,5,,988.44
2678,0.9,Fair,1,E,I1,1,,2914.8
2679,1,Premium,4,J,SI1,3,,5138.4
2680,0.33,Very Good,3,I,VVS1,7,,1159.59
2681,1.03,Very Good,3,J,SI2,2,,4778.69
2682,0.42,Very Good,3,D,SI2,2,,-353.24
2683,0.62,Ideal,5,G,VVS2,6,,3461.56
2684,0.9,Ideal,5,J,SI1,3,,4455.2
2685,1.18,Very Good,3,I,SI2,2,,6040.64
2686,0.41,Ideal,5,F,VS2,5,,1240.83
2687,0.25,Very Good,3,D,VVS2,6,,32.55
2688,0.36,Premium,4,D,SI2,2,,-699.92
2689,0.51,Ideal,5,E,SI2,2,,720.13
2690,1.19,Premium,4,G,VS2,5,,7644.87
2691,0.5,Premium,4,F,SI1,3,,931.9
2692,0.41,Very Good,3,E,SI2,2,,-437.37
2693,1.5,Premium,4,F,VS2,5,,10252.9
2694,0.51,Very Good,3,I,SI1,3,,857.93
2695,0.7,Ideal,5,I,VVS1,7,,4588.6
2696,0.36,Ideal,5,G,SI1,3,,-87.82
2697,0.77,Premium,4,E,SI1,3,,3203.41
2698,0.7,Good,2,F,SI2,2,,1844.3
2699,0.46,Ideal,5,E,SI2,2,,299.48
2700,0.95,Good,2,G,VVS2,6,,5763.55
2701,0.83,Ideal,5,G,VS1,4,,4320.29
2702,0.7,Very Good,3,G,VS1,4,,2910.4
2703,1.14,Very Good,3,G,SI2,2,,5704.12
2704,1.18,Good,2,D,SI2,2,,5882.54
2705,0.33,Ideal,5,G,VVS1,7,,1475.79
2706,0.23,Ideal,5,E,SI2,2,,-1635.51
2707,0.92,Ideal,5,E,SI2,2,,4169.46
2708,0.33,Ideal,5,E,SI1,3,,-340.21
2709,1.05,Very Good,3,E,VVS1,7,,7216.95
2710,0.52,Ideal,5,F,VS2,5,,2166.26
2711,1.18,Premium,4,G,VS2,5,,7560.74
2712,1.07,Premium,4,H,VS2,5,,6635.31
2713,1.02,Very Good,3,G,VS2,5,,6056.56
2714,1.52,Premium,4,G,VS1,4,,9967.16
2715,0.31,Ideal,5,F,VS1,4,,-54.47
2716,1.2,Premium,4,J,SI1,3,,6821
2717,0.32,Premium,4,F,SI1,3,,-582.44
2718,0.7,Premium,4,H,VS2,5,,3522.5
2719,0.35,Ideal,5,E,VS2,5,,736.05
2720,0.51,Ideal,5,G,VS1,4,,1628.13
2721,1.05,Ideal,5,G,SI1,3,,5717.15
2722,0.35,Ideal,5,E,SI1,3,,-171.95
2723,0.31,Premium,4,J,VS2,5,,241.43
2724,0.3,Ideal,5,J,IF,8,,1677.4
2725,0.61,Ideal,5,D,VVS2,6,,3377.43
2726,0.6,Premium,4,D,SI1,3,,1773.2
2727,0.35,Very Good,3,G,VS2,5,,419.85
2728,0.51,Ideal,5,G,VS1,4,,1628.13
2729,0.71,Ideal,5,F,VS1,4,,3310.73
2730,1.11,Premium,4,H,SI1,3,,6063.83
2731,0.33,Ideal,5,D,VVS2,6,,1021.79
2732,0.7,Ideal,5,E,VS2,5,,3680.6
2733,1.2,Ideal,5,G,VVS2,6,,8341.1
2734,0.31,Ideal,5,G,SI1,3,,-508.47
2735,0.36,Ideal,5,G,SI1,3,,-87.82
2736,0.91,Very Good,3,F,SI1,3,,4223.13
2737,1,Very Good,3,E,VS2,5,,5888.3
2738,0.9,Very Good,3,E,VS1,4,,4593
2739,0.52,Premium,4,E,VVS1,7,,2916.16
2740,1.06,Ideal,5,G,VVS2,6,,7163.28
2741,0.31,Good,2,E,VS2,5,,-74.77
2742,0.7,Ideal,5,H,SI1,3,,2772.6
2743,1.23,Ideal,5,F,SI2,2,,6777.49
2744,0.52,Ideal,5,H,VS2,5,,2166.26
2745,0.31,Premium,4,F,VS2,5,,241.43
2746,1,Very Good,3,F,IF,8,,7250.3
2747,0.3,Very Good,3,I,VS1,4,,-454.8
2748,1.27,Ideal,5,H,SI1,3,,7568.01
2749,0.26,Ideal,5,H,VS1,4,,-475.12
2750,0.71,Premium,4,F,SI1,3,,2698.63
2751,0.5,Good,2,F,SI1,3,,615.7
2752,0.34,Premium,4,H,VS1,4,,39.82
2753,1.02,Premium,4,F,VS2,5,,6214.66
2754,1.51,Very Good,3,G,VS1,4,,9724.93
2755,1.08,Very Good,3,H,VVS1,7,,7469.34
2756,1.16,Fair,1,H,SI2,2,,5556.18
2757,0.91,Very Good,3,H,VS2,5,,5131.13
2758,1.33,Premium,4,I,SI2,2,,7460.69
2759,0.92,Very Good,3,D,SI1,3,,4307.26
2760,0.46,Ideal,5,G,IF,8,,3023.48
2761,0.33,Premium,4,G,VS1,4,,-44.31
2762,1.01,Premium,4,E,SI2,2,,4768.53
2763,1.04,Premium,4,D,SI2,2,,5020.92
2764,0.73,Ideal,5,H,VVS2,6,,4386.99
2765,0.42,Premium,4,G,VS2,5,,1166.86
2766,0.46,Fair,1,I,VS1,4,,575.08
2767,0.78,Fair,1,G,SI2,2,,2359.24
2768,1,Premium,4,F,VS2,5,,6046.4
2769,0.71,Ideal,5,G,IF,8,,5126.73
2770,0.33,Premium,4,H,VS2,5,,409.69
2771,0.71,Premium,4,F,SI1,3,,2698.63
2772,0.91,Premium,4,F,SI2,2,,3927.23
2773,2.23,Premium,4,J,VS2,5,,16394.39
2774,0.7,Ideal,5,D,VS2,5,,3680.6
2775,1.13,Premium,4,J,VS1,4,,6686.09
2776,1.75,Ideal,5,J,VS2,5,,12514.25
2777,1.21,Premium,4,H,SI1,3,,6905.13
2778,0.7,Very Good,3,F,VS2,5,,3364.4
2779,1.01,Good,2,F,SI1,3,,4906.33
2780,0.36,Ideal,5,H,VS2,5,,820.18
2781,0.72,Very Good,3,E,SI2,2,,2170.66
2782,1.62,Very Good,3,I,VS2,5,,11104.36
2783,1.19,Ideal,5,F,VVS2,6,,8256.97
2784,1.01,Very Good,3,G,SI1,3,,5064.43
2785,0.7,Premium,4,D,VS1,4,,3068.5
2786,1.03,Ideal,5,F,VS2,5,,6456.89
2787,0.54,Fair,1,F,SI1,3,,794.12
2788,0.9,Very Good,3,F,SI2,2,,3685
2789,0.4,Ideal,5,H,IF,8,,2518.7
2790,0.51,Premium,4,G,VS2,5,,1924.03
2791,0.53,Premium,4,E,VS2,5,,2092.29
2792,0.5,Premium,4,E,VS2,5,,1839.9
2793,0.36,Ideal,5,E,SI1,3,,-87.82
2794,0.64,Good,2,D,SI1,3,,1793.52
2795,0.9,Ideal,5,G,VVS1,7,,6271.2
2796,0.35,Ideal,5,D,SI1,3,,-171.95
2797,0.3,Good,2,G,VVS2,6,,295.1
2798,1,Premium,4,D,SI1,3,,5138.4
2799,0.59,Ideal,5,G,SI1,3,,1847.17
2800,0.71,Good,2,E,SI2,2,,1928.43
2801,0.7,Very Good,3,D,VS1,4,,2910.4
2802,0.31,Premium,4,I,SI1,3,,-666.57
2803,1.57,Ideal,5,F,SI1,3,,10091.91
2804,0.9,Ideal,5,G,SI1,3,,4455.2
2805,0.59,Ideal,5,D,SI1,3,,1847.17
2806,0.26,Very Good,3,G,VS1,4,,-791.32
2807,0.41,Ideal,5,E,VVS2,6,,1694.83
2808,0.4,Very Good,3,G,VS1,4,,386.5
2809,0.53,Very Good,3,E,VS2,5,,1934.19
2810,0.7,Ideal,5,I,SI1,3,,2772.6
2811,0.32,Premium,4,D,SI1,3,,-582.44
2812,0.7,Good,2,F,VS1,4,,2752.3
2813,0.7,Very Good,3,E,VS2,5,,3364.4
2814,0.9,Good,2,G,SI1,3,,3980.9
2815,0.33,Premium,4,G,VS2,5,,409.69
2816,1.15,Good,2,J,SI2,2,,5630.15
2817,1.01,Very Good,3,E,VS2,5,,5972.43
2818,0.32,Ideal,5,I,IF,8,,1845.66
2819,2.33,Very Good,3,H,SI2,2,,15715.59
2820,0.79,Very Good,3,I,SI1,3,,3213.57
2821,1.21,Ideal,5,H,SI1,3,,7063.23
2822,0.75,Very Good,3,G,SI1,3,,2877.05
2823,0.4,Ideal,5,I,SI1,3,,248.7
2824,1.23,Good,2,I,VS1,4,,7211.19
2825,1.08,Premium,4,G,SI1,3,,5811.44
2826,0.28,Very Good,3,E,VS1,4,,-623.06
2827,0.54,Very Good,3,F,VS2,5,,2018.32
2828,1.09,Premium,4,G,VS2,5,,6803.57
2829,0.28,Very Good,3,E,VVS2,6,,284.94
2830,1.2,Premium,4,F,SI2,2,,6367
2831,1,Ideal,5,E,SI1,3,,5296.5
2832,0.36,Ideal,5,G,SI1,3,,-87.82
2833,0.6,Very Good,3,F,SI1,3,,1615.1
2834,1.71,Premium,4,H,SI1,3,,11111.63
2835,0.33,Ideal,5,E,VS2,5,,567.79
2836,0.3,Ideal,5,E,VVS1,7,,1223.4
2837,0.71,Ideal,5,D,SI2,2,,2402.73
2838,0.31,Ideal,5,G,IF,8,,1761.53
2839,0.32,Ideal,5,E,VVS2,6,,937.66
2840,0.66,Ideal,5,H,SI1,3,,2436.08
2841,1.5,Good,2,D,SI2,2,,8574.7
2842,0.38,Premium,4,H,VS2,5,,830.34
2843,1.22,Premium,4,F,VS2,5,,7897.26
2844,1.53,Very Good,3,H,VS1,4,,9893.19
2845,0.3,Ideal,5,H,SI1,3,,-592.6
2846,1.79,Premium,4,G,VS2,5,,12692.67
2847,1.02,Ideal,5,I,I1,1,,4556.76
2848,0.3,Ideal,5,F,VVS2,6,,769.4
2849,0.75,Ideal,5,G,SI1,3,,3193.25
2850,0.54,Ideal,5,G,SI1,3,,1426.52
2851,0.7,Fair,1,F,SI2,2,,1686.2
2852,1.25,Ideal,5,H,SI1,3,,7399.75
2853,0.82,Ideal,5,I,SI1,3,,3782.16
2854,1.01,Very Good,3,F,VS2,5,,5972.43
2855,1.15,Very Good,3,H,SI2,2,,5788.25
2856,1.67,Ideal,5,F,VS2,5,,11841.21
2857,1.01,Very Good,3,E,VS2,5,,5972.43
2858,0.39,Very Good,3,E,VS2,5,,756.37
2859,1.22,Ideal,5,I,VS1,4,,7601.36
2860,1.01,Good,2,E,SI1,3,,4906.33
2861,2,Very Good,3,I,VS2,5,,14301.3
2862,0.54,Ideal,5,D,VS2,5,,2334.52
2863,0.9,Premium,4,J,SI1,3,,4297.1
2864,0.32,Very Good,3,E,SI1,3,,-740.54
2865,0.54,Very Good,3,F,SI1,3,,1110.32
2866,0.5,Premium,4,D,SI1,3,,931.9
2867,1.51,Premium,4,J,VVS2,6,,10791.03
2868,1.01,Very Good,3,H,VS2,5,,5972.43
2869,0.77,Good,2,D,SI2,2,,2433.21
2870,0.7,Fair,1,E,SI2,2,,1686.2
2871,0.31,Ideal,5,E,VS2,5,,399.53
2872,2.18,Premium,4,J,SI2,2,,14611.74
2873,0.3,Very Good,3,J,VS1,4,,-454.8
2874,0.53,Ideal,5,D,SI1,3,,1342.39
2875,0.9,Very Good,3,F,SI1,3,,4139
2876,1.13,Ideal,5,H,SI1,3,,6390.19
2877,0.4,Premium,4,D,SI2,2,,-363.4
2878,0.5,Very Good,3,D,VS2,5,,1681.8
2879,0.37,Ideal,5,F,VVS1,7,,1812.31
2880,1.12,Very Good,3,I,VS2,5,,6897.86
2881,1.28,Ideal,5,G,SI1,3,,7652.14
2882,0.66,Very Good,3,E,VVS1,7,,3935.88
2883,0.71,Good,2,H,SI1,3,,2382.43
2884,0.4,Premium,4,H,VS1,4,,544.6
2885,1.28,Ideal,5,H,SI1,3,,7652.14
2886,0.42,Premium,4,E,SI2,2,,-195.14
2887,1,Very Good,3,H,SI2,2,,4526.3
2888,0.41,Premium,4,G,VS1,4,,628.73
2889,0.52,Very Good,3,I,VS1,4,,1396.06
2890,0.46,Ideal,5,G,VVS1,7,,2569.48
2891,1.5,Very Good,3,J,VS2,5,,10094.8
2892,1.13,Very Good,3,I,VS2,5,,6981.99
2893,0.3,Very Good,3,I,SI1,3,,-908.8
2894,2,Very Good,3,E,SI2,2,,12939.3
2895,1.68,Ideal,5,I,VS2,5,,11925.34
2896,0.3,Ideal,5,D,SI1,3,,-592.6
2897,0.81,Premium,4,G,VS1,4,,3993.93
2898,0.35,Very Good,3,E,SI1,3,,-488.15
2899,1.54,Ideal,5,D,SI2,2,,9385.52
2900,0.32,Ideal,5,H,VVS1,7,,1391.66
2901,0.9,Ideal,5,E,SI1,3,,4455.2
2902,0.79,Ideal,5,I,VS1,4,,3983.77
2903,0.5,Ideal,5,D,SI2,2,,636
2904,1.09,Ideal,5,E,SI1,3,,6053.67
2905,0.33,Very Good,3,E,VS2,5,,251.59
2906,0.38,Good,2,F,VS2,5,,514.14
2907,0.31,Ideal,5,E,VS2,5,,399.53
2908,1.21,Very Good,3,G,SI2,2,,6293.03
2909,1.19,Ideal,5,E,SI2,2,,6440.97
2910,0.55,Ideal,5,G,VVS2,6,,2872.65
2911,0.7,Ideal,5,F,SI1,3,,2772.6
2912,0.39,Very Good,3,G,VVS1,7,,1664.37
2913,1.66,Ideal,5,J,SI2,2,,10395.08
2914,1.1,Ideal,5,I,SI1,3,,6137.8
2915,1.21,Very Good,3,G,SI2,2,,6293.03
2916,0.3,Very Good,3,E,VS1,4,,-454.8
2917,0.86,Good,2,G,SI2,2,,3190.38
2918,0.3,Ideal,5,G,VS1,4,,-138.6
2919,1.22,Ideal,5,G,VS1,4,,7601.36
2920,0.3,Premium,4,E,SI1,3,,-750.7
2921,1.2,Ideal,5,G,VS1,4,,7433.1
2922,0.31,Ideal,5,H,VVS1,7,,1307.53
2923,2.01,Very Good,3,I,VS2,5,,14385.43
2924,0.37,Ideal,5,J,SI1,3,,-3.69
2925,0.31,Premium,4,E,VS1,4,,-212.57
2926,0.3,Ideal,5,F,SI1,3,,-592.6
2927,0.31,Ideal,5,F,VVS2,6,,853.53
2928,0.27,Very Good,3,F,VVS1,7,,654.81
2929,0.32,Ideal,5,D,VVS2,6,,937.66
2930,0.33,Ideal,5,H,IF,8,,1929.79
2931,1.86,Very Good,3,H,SI2,2,,11761.48
2932,0.72,Ideal,5,H,VS1,4,,3394.86
2933,1.05,Ideal,5,H,SI1,3,,5717.15
2934,1.02,Premium,4,G,VS2,5,,6214.66
2935,1.04,Very Good,3,E,SI1,3,,5316.82
2936,0.95,Very Good,3,J,VVS2,6,,5921.65
2937,0.3,Ideal,5,H,VVS2,6,,769.4
2938,0.27,Very Good,3,G,VS1,4,,-707.19
2939,0.32,Premium,4,F,VS2,5,,325.56
2940,1.28,Ideal,5,G,SI1,3,,7652.14
2941,1.31,Premium,4,F,SI1,3,,7746.43
2942,0.3,Premium,4,E,SI1,3,,-750.7
2943,1.51,Ideal,5,I,VS1,4,,10041.13
2944,0.36,Ideal,5,E,VS2,5,,820.18
2945,0.73,Premium,4,F,SI1,3,,2866.89
2946,0.33,Ideal,5,G,IF,8,,1929.79
2947,1,Premium,4,G,SI2,2,,4684.4
2948,0.31,Ideal,5,G,IF,8,,1761.53
2949,0.56,Ideal,5,E,VS2,5,,2502.78
2950,0.32,Premium,4,G,VVS2,6,,779.56
2951,1.53,Premium,4,G,VVS1,7,,11413.29
2952,0.52,Very Good,3,H,SI1,3,,942.06
2953,0.42,Ideal,5,G,VVS1,7,,2232.96
2954,0.3,Ideal,5,D,VS2,5,,315.4
2955,1,Very Good,3,G,VS2,5,,5888.3
2956,0.44,Good,2,E,VS2,5,,1018.92
2957,1.01,Good,2,E,VS2,5,,5814.33
2958,0.31,Ideal,5,J,VS1,4,,-54.47
2959,2.28,Premium,4,H,SI2,2,,15453.04
2960,0.5,Premium,4,D,VS2,5,,1839.9
2961,0.5,Ideal,5,E,VVS2,6,,2452
2962,0.36,Very Good,3,E,SI1,3,,-404.02
2963,0.7,Ideal,5,I,SI1,3,,2772.6
2964,0.4,Premium,4,D,SI2,2,,-363.4
2965,0.52,Good,2,G,VS2,5,,1691.96
2966,1.02,Ideal,5,G,SI2,2,,5010.76
2967,0.76,Very Good,3,G,VVS2,6,,4323.18
2968,2.03,Ideal,5,I,SI2,2,,13507.89
2969,1.51,Premium,4,F,VS2,5,,10337.03
2970,0.61,Very Good,3,E,SI1,3,,1699.23
2971,1,Premium,4,F,VS2,5,,6046.4
2972,1.07,Premium,4,E,SI2,2,,5273.31
2973,1.21,Very Good,3,F,VS1,4,,7201.03
2974,0.46,Fair,1,G,VS1,4,,575.08
2975,0.79,Good,2,I,VS2,5,,3963.47
2976,0.32,Ideal,5,F,VVS2,6,,937.66
2977,0.4,Ideal,5,F,VS2,5,,1156.7
2978,0.51,Fair,1,E,VS2,5,,1449.73
2979,1.05,Premium,4,J,VS1,4,,6013.05
2980,0.43,Very Good,3,H,SI1,3,,184.89
2981,0.3,Ideal,5,G,VVS2,6,,769.4
2982,1.51,Premium,4,E,SI1,3,,9429.03
2983,1.54,Ideal,5,J,VS2,5,,10747.52
2984,1.16,Ideal,5,I,VS2,5,,7550.58
2985,1.01,Premium,4,D,SI1,3,,5222.53
2986,1.01,Very Good,3,I,VS2,5,,5972.43
2987,0.83,Premium,4,H,SI1,3,,3708.19
2988,0.93,Very Good,3,F,VS2,5,,5299.39
2989,1.2,Very Good,3,G,SI2,2,,6208.9
2990,0.8,Ideal,5,E,VVS2,6,,4975.9
2991,1.11,Ideal,5,D,VVS2,6,,7583.93
2992,1.31,Premium,4,H,SI2,2,,7292.43
2993,1.11,Good,2,F,SI1,3,,5747.63
2994,1.1,Good,2,D,SI2,2,,5209.5
2995,1.22,Premium,4,I,SI2,2,,6535.26
2996,0.72,Ideal,5,F,SI2,2,,2486.86
2997,1.09,Premium,4,I,VS2,5,,6803.57
2998,1.05,Very Good,3,G,SI1,3,,5400.95
2999,0.7,Fair,1,G,SI1,3,,2140.2
3000,1.01,Very Good,3,F,SI1,3,,5064.43
,,,,,,,,"$8,213,466 "
